author_name,rating,text
張孟媞,5,服務人員很親切在櫃位上購買麵包時服務人員Rosy很親切，之後有再打電話詢問訂蛋糕的事項好像是Bonnie幫忙訂購很有耐心，服務超棒
王翊瑋,5,"多次到香格里拉The cake room 購買麵包和蛋糕，除了麵包蛋糕本身很好吃以外，蛋糕櫃的服務生態度都很親切且熱心！
服務的Bonnie及Rosy在我詢問麵包蛋糕時都會很親切的介紹麵包及蛋糕的內容，也會細心的詢問需不需要切或是需不需要其他額外的服務！
很謝謝他們讓我每次的消費體驗大大加分喲💛"
吳貞儀,5,前陣子前往挑選慶生的蛋糕，由於種類多遲遲無法決定，親切的Rosy一一與我說明口味，讓我順利挑選到蛋糕，而旁邊的同事Bonnie服務也非常好，聽見我喉嚨不舒服，馬上倒了一杯溫水讓我潤潤喉，非常感謝2位親切又貼心的服務，貴公司擁有2位這麼替客人著想的員工真的是非常幸運，請給於兩位鼓勵
Chun-yu Chien,3,"場地不錯，上菜全程位上。
菜色中規中舉，無令人驚豔之處。"
J Su,3,喜宴菜色很普通的普通，收費卻不貲，吃服務跟裝潢排場的地方
Eastern Sun Rising,4,
Huang Bonnie,5,
王武廣,5,
陳婧媚,5,
