author_name,rating,text
Sherry Huang,1,"因朋友生日打電話去訂草莓跟芋頭杯杯各一個，
結果店員說呃⋯就這樣，
我說對各一個，她說呃⋯現場就有賣了，
因為我朋友生日我不想撲空，所以我問說那可以訂嗎，店員跟我說呃要訂也可以啦⋯⋯

聽到這樣的回答，雖然僅是兩個杯杯蛋糕，店員這回答給你們賺錢不賺，不會再去這間門市也會告訴親友們這間門市不缺賺這種小錢的蛋糕，真心覺得如果這種態度上班，會有消費者再願意去光顧嗎"
HSU-HSUAN CHENG,1,"我還真是第一次遇到這種店員。
之前跑熊貓送餐進去看到裡面有賣生乳卷，剛好我的時段結束了就在裡面看了一下生乳卷本來想買個幾卷，但是店員說他們提供的保冷劑只能在常溫下保存2小時，我之後還要繼續跑熊貓不會馬上回家，就想說之後下班還是放假的時候再來買好了。
想說都看了這麼久先隨便買個草莓還是芋頭杯來解饞，但是草莓的甜點常常在吃所以我選了芋頭口味，沒想到結帳的時候兩個店員在那邊咬耳根貌似不可置信我不過是只買個便宜的芋頭杯在那邊可以裝模作樣看那麼久。 …"
Yu Ray,1,超誇張的店員，我問草莓杯杯裡面有什麼，竟然叫我自己看剖面圖，超傻眼！
胡倞嫚,4,草莓杯杯略遜Costco，但還行！
流浪者,5,服務態度極佳~!
侑萱,5,服務態度很好👍
